timestamp,nonce,nonce_hex,major_ver,minor_ver,block_timestamp,block_size,block_hash,accepted,predicted_by_ia
3536643074,0.0,0.0,0.0,0.0,1
3536642818,0.0,0.0,0.0,0.0,1
3536642562,0.0,0.0,0.0,0.0,1
3536642306,0.0,0.0,0.0,0.0,1
3536642050,0.0,0.0,0.0,0.0,1
3536641794,0.0,0.0,0.0,0.0,1
3536641538,0.0,0.0,0.0,0.0,1
3536641282,0.0,0.0,0.0,0.0,1
3536641026,0.0,0.0,0.0,0.0,1
3536640770,0.0,0.0,0.0,0.0,1
3536640514,0.0,0.0,0.0,0.0,1
3536640258,0.0,0.0,0.0,0.0,1
3536640002,0.0,0.0,0.0,0.0,1
3536639746,0.0,0.0,0.0,0.0,1
3536639490,0.0,0.0,0.0,0.0,1
3536639234,0.0,0.0,0.0,0.0,1
3536638978,0.0,0.0,0.0,0.0,1
3536638722,0.0,0.0,0.0,0.0,1
3536638466,0.0,0.0,0.0,0.0,1
3536638210,0.0,0.0,0.0,0.0,1
3536637954,0.0,0.0,0.0,0.0,1
3536637698,0.0,0.0,0.0,0.0,1
3536637442,0.0,0.0,0.0,0.0,1
3536637186,0.0,0.0,0.0,0.0,1
3536636930,0.0,0.0,0.0,0.0,1
3536636674,0.0,0.0,0.0,0.0,1
3536636418,0.0,0.0,0.0,0.0,1
3536636162,0.0,0.0,0.0,0.0,1
3536635906,0.0,0.0,0.0,0.0,1
3536635650,0.0,0.0,0.0,0.0,1
3536635394,0.0,0.0,0.0,0.0,1
3536635138,0.0,0.0,0.0,0.0,1
3536634882,0.0,0.0,0.0,0.0,1
3536634626,0.0,0.0,0.0,0.0,1
3536634370,0.0,0.0,0.0,0.0,1
3536634114,0.0,0.0,0.0,0.0,1
3536633858,0.0,0.0,0.0,0.0,1
3536633602,0.0,0.0,0.0,0.0,1
3536633346,0.0,0.0,0.0,0.0,1
3536633090,0.0,0.0,0.0,0.0,1
3536632834,0.0,0.0,0.0,0.0,1
3536632578,0.0,0.0,0.0,0.0,1
3536632322,0.0,0.0,0.0,0.0,1
3536632066,0.0,0.0,0.0,0.0,1
3536631810,0.0,0.0,0.0,0.0,1
3536631554,0.0,0.0,0.0,0.0,1
3536631298,0.0,0.0,0.0,0.0,1
3536631042,0.0,0.0,0.0,0.0,1
3536630786,0.0,0.0,0.0,0.0,1
3536630530,0.0,0.0,0.0,0.0,1
3536630274,0.0,0.0,0.0,0.0,1
3536630018,0.0,0.0,0.0,0.0,1
3536629762,0.0,0.0,0.0,0.0,1
3536629506,0.0,0.0,0.0,0.0,1
3536629250,0.0,0.0,0.0,0.0,1
3536628994,0.0,0.0,0.0,0.0,1
3536628738,0.0,0.0,0.0,0.0,1
3536628482,0.0,0.0,0.0,0.0,1
3536628226,0.0,0.0,0.0,0.0,1
3536627970,0.0,0.0,0.0,0.0,1
3536627714,0.0,0.0,0.0,0.0,1
3536627458,0.0,0.0,0.0,0.0,1
3536627202,0.0,0.0,0.0,0.0,1
3536626946,0.0,0.0,0.0,0.0,1
3536626690,0.0,0.0,0.0,0.0,1
3536626434,0.0,0.0,0.0,0.0,1
3536626178,0.0,0.0,0.0,0.0,1
3536625922,0.0,0.0,0.0,0.0,1
3536625666,0.0,0.0,0.0,0.0,1
3536625410,0.0,0.0,0.0,0.0,1
3536625154,0.0,0.0,0.0,0.0,1
3536624898,0.0,0.0,0.0,0.0,1
3536624642,0.0,0.0,0.0,0.0,1
3536624386,0.0,0.0,0.0,0.0,1
3536624130,0.0,0.0,0.0,0.0,1
3536623874,0.0,0.0,0.0,0.0,1
3536623618,0.0,0.0,0.0,0.0,1
3536623362,0.0,0.0,0.0,0.0,1
3536623106,0.0,0.0,0.0,0.0,1
3536622850,0.0,0.0,0.0,0.0,1
3536622594,0.0,0.0,0.0,0.0,1
3536622338,0.0,0.0,0.0,0.0,1
3536622082,0.0,0.0,0.0,0.0,1
3536621826,0.0,0.0,0.0,0.0,1
3536621570,0.0,0.0,0.0,0.0,1
3536621314,0.0,0.0,0.0,0.0,1
3536621058,0.0,0.0,0.0,0.0,1
3536620802,0.0,0.0,0.0,0.0,1
3536620546,0.0,0.0,0.0,0.0,1
3536620290,0.0,0.0,0.0,0.0,1
3536620034,0.0,0.0,0.0,0.0,1
3536619778,0.0,0.0,0.0,0.0,1
3536619522,0.0,0.0,0.0,0.0,1
3536619266,0.0,0.0,0.0,0.0,1
3536619010,0.0,0.0,0.0,0.0,1
3536618754,0.0,0.0,0.0,0.0,1
3536618498,0.0,0.0,0.0,0.0,1
3536618242,0.0,0.0,0.0,0.0,1
3536617986,0.0,0.0,0.0,0.0,1
3536617730,0.0,0.0,0.0,0.0,1
3536617474,0.0,0.0,0.0,0.0,1
3536584450,0.0,0.0,0.0,0.0,1
3536584194,0.0,0.0,0.0,0.0,1
3536583938,0.0,0.0,0.0,0.0,1
3536583682,0.0,0.0,0.0,0.0,1
3536583426,0.0,0.0,0.0,0.0,1
3536583170,0.0,0.0,0.0,0.0,1
3536582914,0.0,0.0,0.0,0.0,1
3536582658,0.0,0.0,0.0,0.0,1
3536582402,0.0,0.0,0.0,0.0,1
3536582146,0.0,0.0,0.0,0.0,1
3536581890,0.0,0.0,0.0,0.0,1
3536581634,0.0,0.0,0.0,0.0,1
3536581378,0.0,0.0,0.0,0.0,1
3536581122,0.0,0.0,0.0,0.0,1
3536580866,0.0,0.0,0.0,0.0,1
3536580610,0.0,0.0,0.0,0.0,1
3536580354,0.0,0.0,0.0,0.0,1
3536580098,0.0,0.0,0.0,0.0,1
3536579842,0.0,0.0,0.0,0.0,1
