nonce,entropy,uniqueness,zero_density,pattern_score,is_valid
2099541961,3.6582748262259175,0.8153663005762969,0.06730264926776985,0.7385260962297724,1
816476661,3.643680865087542,0.9354220547111542,0.0566313834368512,0.7919301405289698,0
3123834000,3.442662081985568,0.7467932323018094,0.053429621859296075,0.6735941339557296,0
3699605602,2.9589606232160106,0.8484906468327762,0.03282910192627649,0.8601687565163811,0
186540131,3.4571281240284097,0.9213735460311763,0.04292736595856286,0.8627728219810102,1
2409390227,3.6162685240557053,0.8943383901503241,0.03171413500359846,0.8862343592445692,1
1981921392,2.9896436545978995,0.892673275333604,0.05590177183594031,0.7294172953122322,1
2919431164,3.95883583488855,0.8791629584348998,0.04336977499942713,0.8274765334604461,1
244858628,3.174777413037338,0.9483773949687313,0.04848888490722729,0.684533768109849,0
2887655438,2.6855189151363716,0.8138153778327836,0.03946075054345163,0.847287874258372,1
3590852696,3.540289363671359,0.8577702197746612,0.04637193091996762,0.8381896973383662,0
1236908967,3.0499938634422845,0.8251710862898048,0.03441254691434564,0.6471605064765927,1
2790278019,2.7949149023305386,0.8063487729259015,0.05022413428567409,0.6980191748825638,1
3488555593,2.653786651519055,0.7699591917287284,0.04909506345043475,0.8184464427757994,1
491420102,3.312367444477118,0.9271900738036613,0.06772342924674185,0.8065001546864622,0
1371786471,3.6977635591439437,0.7418874991746752,0.06231966797500694,0.7339199768183622,1
4006801830,3.586007170024738,0.8413280260026921,0.04893814633999602,0.7018940110976793,1
2337617652,3.6284631713282636,0.7260685104214856,0.047020131739137126,0.861330266792705,1
1227359894,3.571188774894805,0.7151863194746059,0.04171272034501328,0.6673877312716692,0
2695138988,2.545083913907467,0.8334349516247705,0.06196048148575499,0.783560224445887,0
4165329479,3.794741780528418,0.8100714934326021,0.044497651269187796,0.7971018394776098,0
4234443251,2.5420158726209463,0.8721244478846903,0.06315189380583226,0.6842167043103339,1
2880504049,3.380432729100625,0.8062017296594256,0.048199202481952697,0.6288130264314367,1
456529758,3.737970016146763,0.8172770147144934,0.039460348656728386,0.6786684248158602,0
2434381495,2.6034580757393084,0.9094749814002516,0.04346534339764106,0.8719487693682026,0
1666899389,2.8180851912570497,0.7657430416530107,0.03578432745150556,0.8241077941057829,0
131099591,3.473008604002133,0.936039656027304,0.06911467878510352,0.6953271188941071,1
763830848,2.733000175675914,0.8626061606273634,0.037415033832885955,0.7355527921760991,1
3739956743,3.5257024499289855,0.9159478471635725,0.03146467444049338,0.6582830278031307,0
